Land_ID,Location,State,District,Land_Type,Area_Acres,Current_Price_Per_Acre,Total_Value,Year_Purchased,Distance_to_Highway_KM,Distance_to_City_KM,Distance_to_Airport_KM,Water_Availability,Electricity_Availability,Zoning,Annual_Appreciation_Percent,Risk_Score,Market_Demand_Index,Expected_ROI_5Y,Population_Growth_Rate,Infrastructure_Score,Flood_Risk,Rental_Yield_Percent,Government_Project_Score,Road_Connectivity_Score,Last_Updated
L09226,Bengaluru,Karnataka,Bengaluru Urban,Residential,14.05,11610438,163126653.9,2024,22.0,63.1,65.0,No,Yes,Mixed Use,24.06,3,68,24,2.73,68,5,7.78,76,46,2026-05-29
L09227,Sambalpur,Odisha,Sambalpur,Agricultural,10.77,11206442,120693380.34,2026,4.6,65.8,103.0,Yes,No,Agricultural,14.44,3,58,97,2.27,95,3,4.4,91,81,2026-05-29
L09228,Bengaluru,Karnataka,Bengaluru Urban,Commercial,18.38,6820407,125359080.66,2015,21.2,29.3,105.4,No,No,Industrial,9.53,3,61,36,3.28,59,2,5.68,44,83,2026-05-29
L09229,Bengaluru,Karnataka,Bengaluru Urban,Residential,6.54,1435536,9388405.44,2020,13.9,54.8,47.7,Yes,No,Industrial,20.1,5,51,82,4.0,61,1,1.95,89,49,2026-05-29
L09230,Bhubaneswar,Odisha,Khordha,Agricultural,3.91,13276187,51909891.17,2022,35.2,51.0,12.9,No,No,Mixed Use,9.36,1,86,29,1.88,79,5,6.75,61,71,2026-05-29
L09231,Bengaluru,Karnataka,Bengaluru Urban,Residential,15.76,9784694,154206777.44,2024,44.8,21.6,87.2,No,Yes,Agricultural,14.28,2,42,63,2.78,92,2,3.84,66,87,2026-05-29
L09232,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,23.83,9754827,232457527.41,2025,41.0,16.5,37.6,No,No,Mixed Use,12.57,3,99,128,1.83,43,1,11.77,99,70,2026-05-29
L09233,Sambalpur,Odisha,Sambalpur,Industrial,5.39,4023482,21686567.98,2024,30.0,43.0,94.7,No,Yes,Industrial,11.62,5,41,87,3.2,66,1,2.95,82,78,2026-05-29
L09234,Cuttack,Odisha,Cuttack,Commercial,10.61,7931385,84151994.85,2022,35.0,24.0,55.2,No,Yes,Residential,8.77,1,41,84,4.87,59,5,1.43,94,50,2026-05-29
L09235,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,3.66,1614428,5908806.48,2020,11.2,46.7,111.9,No,No,Residential,13.26,3,51,103,3.64,65,2,6.09,78,86,2026-05-29
L09236,Bhubaneswar,Odisha,Khordha,Residential,12.55,8484139,106475944.45,2026,43.7,49.3,111.9,No,No,Commercial,11.17,3,56,139,5.45,59,2,8.42,97,41,2026-05-29
L09237,Cuttack,Odisha,Cuttack,Agricultural,23.08,14634180,337756874.4,2016,22.0,47.8,42.5,Yes,No,Commercial,4.0,1,99,69,3.6,71,1,7.41,90,83,2026-05-29
L09238,Pune,Maharashtra,Pune,Commercial,19.79,9680764,191582319.56,2018,44.5,58.7,115.3,Yes,Yes,Mixed Use,7.71,2,72,130,4.3,67,3,7.88,84,74,2026-05-29
L09239,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,6.48,9142322,59242246.56,2026,22.6,39.6,115.6,Yes,Yes,Residential,15.15,2,58,144,1.15,67,1,10.83,90,60,2026-05-29
L09240,Bengaluru,Karnataka,Bengaluru Urban,Industrial,8.89,1908110,16963097.9,2017,36.1,7.2,87.0,Yes,No,Industrial,21.0,5,45,45,2.95,76,2,6.76,98,80,2026-05-29
L09241,Sambalpur,Odisha,Sambalpur,Agricultural,21.44,6768083,145107699.52,2020,2.3,7.8,83.1,Yes,No,Mixed Use,5.85,5,99,88,4.57,81,1,8.15,89,85,2026-05-29
L09242,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,23.84,9440731,225067027.04,2016,22.3,31.7,85.4,Yes,No,Mixed Use,4.29,2,68,145,0.98,40,2,10.72,61,95,2026-05-29
L09243,Chennai,Tamil Nadu,Chennai,Commercial,23.16,12424414,287749428.24,2020,16.3,13.8,16.7,No,No,Residential,20.98,1,73,31,4.97,76,1,4.74,45,67,2026-05-29
L09244,Bhubaneswar,Odisha,Khordha,Residential,3.44,11612571,39947244.24,2015,23.8,21.9,91.5,Yes,Yes,Commercial,14.84,5,65,113,0.86,84,5,2.64,77,40,2026-05-29
L09245,Hyderabad,Telangana,Hyderabad,Industrial,2.64,12214327,32245823.28,2025,5.7,73.0,85.7,Yes,No,Agricultural,6.72,3,66,50,5.39,79,2,2.22,46,87,2026-05-29
L09246,Chennai,Tamil Nadu,Chennai,Agricultural,11.24,8785695,98751211.8,2015,20.3,66.2,87.2,Yes,No,Commercial,21.76,4,69,35,4.55,95,4,4.09,70,74,2026-05-29
L09247,Chennai,Tamil Nadu,Chennai,Residential,11.18,1938438,21671736.84,2016,34.0,71.4,91.5,Yes,Yes,Residential,12.14,1,62,101,4.28,94,5,5.02,59,71,2026-05-29
L09248,Chennai,Tamil Nadu,Chennai,Agricultural,18.16,7378167,133987512.72,2022,49.0,78.3,39.1,No,Yes,Industrial,15.35,4,82,148,3.45,69,5,1.62,55,42,2026-05-29
L09249,Cuttack,Odisha,Cuttack,Commercial,2.31,11110814,25665980.34,2021,28.5,13.5,48.4,Yes,No,Agricultural,23.92,1,93,144,2.97,57,3,1.9,65,46,2026-05-29
L09250,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,22.86,8533903,195085022.58,2023,33.9,40.3,8.8,Yes,No,Residential,15.62,3,79,117,2.57,95,1,8.35,77,59,2026-05-29
L09251,Bhubaneswar,Odisha,Khordha,Industrial,12.53,9670542,121171891.26,2023,30.1,51.1,106.3,Yes,No,Industrial,3.61,2,50,21,0.73,74,5,4.28,63,76,2026-05-29
L09252,Cuttack,Odisha,Cuttack,Agricultural,14.37,14972150,215149795.5,2015,21.4,71.6,64.0,No,Yes,Residential,20.15,3,42,108,5.59,99,2,7.19,71,56,2026-05-29
L09253,Puri,Odisha,Puri,Residential,1.11,1972287,2189238.57,2015,16.9,45.2,35.5,No,No,Residential,16.67,4,50,74,2.18,100,5,8.21,82,49,2026-05-29
L09254,Sambalpur,Odisha,Sambalpur,Agricultural,12.11,4953159,59982755.49,2026,27.8,70.8,91.8,No,No,Industrial,5.28,4,70,136,1.5,48,1,6.01,88,55,2026-05-29
L09255,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,24.3,12375456,300723580.8,2025,18.3,54.0,54.1,Yes,Yes,Industrial,11.61,3,50,55,5.18,94,4,9.08,42,92,2026-05-29
L09256,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,24.96,1967223,49101886.08,2017,6.2,10.7,92.3,No,No,Mixed Use,24.03,2,68,67,2.3,63,3,1.24,65,88,2026-05-29
L09257,Sambalpur,Odisha,Sambalpur,Agricultural,15.45,9034199,139578374.55,2015,15.2,35.0,116.9,Yes,Yes,Agricultural,19.32,1,75,67,4.3,97,2,5.22,51,65,2026-05-29
L09258,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,1.12,4592370,5143454.4,2025,36.4,21.0,74.5,Yes,No,Agricultural,20.5,1,63,75,5.29,62,3,1.06,83,41,2026-05-29
L09259,Cuttack,Odisha,Cuttack,Commercial,16.22,3386543,54929727.46,2023,24.1,14.3,60.6,No,No,Industrial,14.66,4,84,22,1.94,67,4,8.34,80,47,2026-05-29
L09260,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,9.85,12735734,125446979.9,2020,14.8,56.8,95.3,No,Yes,Industrial,4.93,3,48,49,5.68,74,1,3.92,85,92,2026-05-29
L09261,Chennai,Tamil Nadu,Chennai,Commercial,22.64,3081149,69757213.36,2019,6.1,62.6,52.0,No,Yes,Residential,18.72,4,47,54,4.64,65,2,9.24,54,94,2026-05-29
L09262,Rourkela,Odisha,Sundargarh,Industrial,0.79,6023919,4758896.01,2018,48.1,9.8,66.6,No,Yes,Industrial,18.63,4,75,99,1.03,66,2,9.45,58,45,2026-05-29
L09263,Rourkela,Odisha,Sundargarh,Agricultural,8.91,14295845,127375978.95,2019,2.1,65.2,97.4,Yes,No,Mixed Use,23.52,2,44,129,0.93,40,4,10.29,70,88,2026-05-29
L09264,Bhubaneswar,Odisha,Khordha,Commercial,14.52,11253204,163396522.08,2017,47.1,40.5,78.1,Yes,Yes,Commercial,20.06,5,91,143,1.31,96,4,4.76,58,70,2026-05-29
L09265,Cuttack,Odisha,Cuttack,Industrial,23.13,5320920,123072879.6,2022,15.0,69.8,32.4,No,Yes,Industrial,22.9,5,58,115,4.15,91,2,1.01,93,91,2026-05-29
L09266,Bhubaneswar,Odisha,Khordha,Commercial,14.21,7998037,113652105.77,2021,7.5,73.7,47.1,No,No,Residential,17.12,2,78,92,1.79,61,1,11.24,55,83,2026-05-29
L09267,Bengaluru,Karnataka,Bengaluru Urban,Commercial,23.19,3982364,92351021.16,2019,8.2,39.8,96.2,No,Yes,Industrial,19.91,4,67,110,0.61,40,1,8.01,70,65,2026-05-29
L09268,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,20.57,12845835,264238825.95,2016,40.5,71.8,28.3,No,No,Industrial,9.53,2,59,131,0.86,50,5,5.13,58,55,2026-05-29
L09269,Hyderabad,Telangana,Hyderabad,Residential,16.22,8587917,139296013.74,2017,39.9,35.7,29.6,No,Yes,Industrial,18.84,1,86,119,2.82,72,5,8.22,49,90,2026-05-29
L09270,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,20.0,8633602,172672040.0,2016,3.8,27.8,8.6,Yes,No,Mixed Use,21.45,3,96,64,5.63,71,3,3.35,66,87,2026-05-29
L09271,Puri,Odisha,Puri,Commercial,11.77,8436987,99303336.99,2024,48.2,36.6,108.5,No,Yes,Residential,13.45,2,80,112,3.25,70,1,11.36,86,80,2026-05-29
L09272,Hyderabad,Telangana,Hyderabad,Commercial,0.53,6383732,3383377.96,2022,16.5,9.1,74.6,No,No,Mixed Use,10.42,3,56,134,3.74,75,5,10.14,89,42,2026-05-29
L09273,Sambalpur,Odisha,Sambalpur,Residential,0.84,7461312,6267502.08,2019,25.7,19.6,94.9,No,Yes,Residential,9.35,2,62,140,2.93,95,2,7.61,77,91,2026-05-29
L09274,Sambalpur,Odisha,Sambalpur,Commercial,9.74,12492566,121677592.84,2019,35.4,16.3,12.6,Yes,No,Commercial,12.38,5,96,31,3.56,69,1,6.9,41,44,2026-05-29
L09275,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,7.41,12567776,93127220.16,2025,18.5,74.9,77.7,No,Yes,Agricultural,5.78,1,61,66,3.46,43,1,4.97,52,88,2026-05-29
L09276,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,10.29,7295224,75067854.96,2019,13.6,54.9,4.0,No,Yes,Commercial,23.92,5,73,104,0.97,91,2,5.07,89,80,2026-05-29
L09277,Bhubaneswar,Odisha,Khordha,Commercial,3.64,3419225,12445979.0,2023,38.7,64.2,114.3,No,Yes,Agricultural,20.1,1,52,132,2.82,69,2,5.19,97,49,2026-05-29
L09278,Bhubaneswar,Odisha,Khordha,Residential,15.74,5116263,80529979.62,2018,25.7,71.5,61.7,No,Yes,Mixed Use,14.56,3,75,102,3.47,53,3,6.8,43,52,2026-05-29
L09279,Cuttack,Odisha,Cuttack,Residential,16.79,12865232,216007245.28,2022,3.9,56.3,11.1,Yes,No,Commercial,8.84,3,50,51,2.02,90,1,9.41,44,90,2026-05-29
L09280,Cuttack,Odisha,Cuttack,Agricultural,1.81,7869014,14242915.34,2025,6.6,7.6,51.0,Yes,Yes,Agricultural,14.81,5,88,70,1.79,57,1,5.81,46,57,2026-05-29
L09281,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,12.04,8219377,98961299.08,2022,43.2,60.6,98.6,No,Yes,Industrial,20.92,1,58,143,4.78,88,3,1.49,41,91,2026-05-29
L09282,Pune,Maharashtra,Pune,Industrial,5.3,872167,4622485.1,2025,3.8,22.9,53.0,No,No,Commercial,14.57,4,76,93,1.38,69,2,8.38,78,47,2026-05-29
L09283,Sambalpur,Odisha,Sambalpur,Agricultural,12.81,564857,7235818.17,2019,22.0,17.1,61.4,No,Yes,Industrial,6.36,5,40,53,5.49,98,2,4.35,96,81,2026-05-29
L09284,Sambalpur,Odisha,Sambalpur,Commercial,19.06,9135711,174126651.66,2018,2.9,3.0,28.3,No,No,Commercial,13.16,4,98,144,5.4,66,2,8.89,70,48,2026-05-29
L09285,Sambalpur,Odisha,Sambalpur,Agricultural,22.78,6039410,137577759.8,2021,11.8,72.6,118.0,Yes,Yes,Mixed Use,23.71,4,41,92,5.84,72,4,10.49,49,60,2026-05-29
L09286,Bhubaneswar,Odisha,Khordha,Residential,10.78,13280160,143160124.8,2018,27.1,49.3,62.4,Yes,No,Industrial,18.96,2,91,114,2.97,61,1,1.98,57,43,2026-05-29
L09287,Rourkela,Odisha,Sundargarh,Residential,3.76,14785751,55594423.76,2018,45.4,11.1,13.1,No,Yes,Residential,24.47,3,64,102,4.76,92,5,8.62,76,45,2026-05-29
L09288,Rourkela,Odisha,Sundargarh,Industrial,20.73,13197053,273574908.69,2018,13.2,9.9,58.3,No,No,Industrial,15.03,5,73,106,1.28,79,1,2.64,86,93,2026-05-29
L09289,Rourkela,Odisha,Sundargarh,Residential,12.34,10130693,125012751.62,2017,23.1,42.0,26.8,Yes,No,Agricultural,12.92,1,66,107,1.61,74,3,10.97,89,100,2026-05-29
L09290,Cuttack,Odisha,Cuttack,Residential,15.89,10511810,167032660.9,2023,26.9,21.8,12.5,No,Yes,Commercial,24.68,5,74,60,1.59,82,2,11.74,72,95,2026-05-29
L09291,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,1.89,6785083,12823806.87,2021,46.7,50.5,5.7,Yes,No,Mixed Use,18.06,5,87,42,5.22,84,2,8.87,72,89,2026-05-29
L09292,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,11.95,10184960,121710272.0,2020,1.9,51.4,62.9,Yes,No,Mixed Use,16.43,3,88,56,3.98,82,5,10.81,69,42,2026-05-29
L09293,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,19.05,9077284,172922260.2,2022,35.2,35.5,17.4,No,Yes,Residential,18.35,1,67,140,5.11,86,2,10.78,44,72,2026-05-29
L09294,Hyderabad,Telangana,Hyderabad,Agricultural,0.67,13308764,8916871.88,2022,14.7,45.0,13.7,Yes,No,Industrial,15.92,2,51,46,1.47,49,1,6.53,87,92,2026-05-29
L09295,Cuttack,Odisha,Cuttack,Commercial,2.56,14509837,37145182.72,2021,20.4,34.9,104.6,No,Yes,Agricultural,22.71,1,68,46,3.3,55,1,3.05,71,45,2026-05-29
L09296,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,2.63,2093606,5506183.78,2018,3.2,55.5,40.1,Yes,No,Commercial,24.2,2,50,127,1.48,52,4,8.99,46,87,2026-05-29
L09297,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,7.45,14802495,110278587.75,2018,27.4,66.3,15.6,No,No,Industrial,11.69,1,59,144,2.05,80,1,5.93,86,44,2026-05-29
L09298,Rourkela,Odisha,Sundargarh,Agricultural,6.4,3656100,23399040.0,2015,38.5,72.5,87.3,No,No,Commercial,9.44,1,51,34,0.7,95,4,8.28,76,96,2026-05-29
L09299,Hyderabad,Telangana,Hyderabad,Residential,24.75,11181109,276732447.75,2016,2.6,53.4,8.3,Yes,Yes,Residential,17.04,4,55,84,5.92,75,2,6.43,81,91,2026-05-29
L09300,Rourkela,Odisha,Sundargarh,Residential,11.4,892169,10170726.6,2023,7.9,48.9,83.4,No,No,Commercial,15.81,3,76,82,0.66,80,1,5.58,45,91,2026-05-29
L09301,Bhubaneswar,Odisha,Khordha,Industrial,11.68,13378381,156259490.08,2021,33.1,52.9,30.2,Yes,Yes,Mixed Use,23.71,4,53,35,0.85,85,4,7.96,93,41,2026-05-29
L09302,Bengaluru,Karnataka,Bengaluru Urban,Industrial,18.06,9821278,177372280.68,2024,15.9,56.2,43.2,No,No,Commercial,18.04,3,91,21,3.8,77,3,6.26,97,80,2026-05-29
L09303,Chennai,Tamil Nadu,Chennai,Commercial,12.02,3302500,39696050.0,2019,10.6,24.2,19.5,No,Yes,Industrial,3.71,3,97,110,4.23,88,2,2.01,87,56,2026-05-29
L09304,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,2.61,10851545,28322532.45,2021,7.3,23.3,50.3,No,Yes,Residential,10.76,3,85,26,1.54,62,4,9.68,73,92,2026-05-29
L09305,Hyderabad,Telangana,Hyderabad,Commercial,10.61,13648978,144815656.58,2023,49.4,9.5,113.6,No,Yes,Commercial,21.31,5,64,118,2.57,55,2,2.37,83,48,2026-05-29
L09306,Rourkela,Odisha,Sundargarh,Commercial,25.0,9509001,237725025.0,2024,7.0,31.7,47.9,Yes,No,Residential,22.05,5,63,125,3.14,61,5,3.99,79,79,2026-05-29
L09307,Cuttack,Odisha,Cuttack,Agricultural,0.98,13404201,13136116.98,2021,40.4,70.9,14.5,Yes,No,Agricultural,10.66,3,94,95,0.59,60,2,11.45,69,77,2026-05-29
L09308,Bhubaneswar,Odisha,Khordha,Agricultural,21.19,13065659,276861314.21,2022,6.0,60.3,56.6,Yes,Yes,Industrial,24.56,1,100,119,1.93,77,3,11.81,78,58,2026-05-29
L09309,Rourkela,Odisha,Sundargarh,Agricultural,20.47,4567167,93489908.49,2017,48.4,3.0,33.4,No,Yes,Industrial,10.15,3,66,99,4.19,97,2,10.7,85,86,2026-05-29
L09310,Puri,Odisha,Puri,Industrial,0.56,12296474,6886025.44,2024,41.6,11.5,117.5,No,No,Industrial,24.55,1,97,113,1.86,55,4,9.71,62,99,2026-05-29
L09311,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,1.11,1893869,2102194.59,2024,38.1,34.0,32.5,Yes,No,Agricultural,22.66,4,60,66,2.09,70,2,5.61,41,41,2026-05-29
L09312,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,15.51,1075670,16683641.7,2015,19.8,50.9,90.1,Yes,No,Industrial,15.55,5,96,69,3.12,57,2,7.7,49,54,2026-05-29
L09313,Bhubaneswar,Odisha,Khordha,Commercial,6.49,12525995,81293707.55,2019,3.9,25.4,58.1,Yes,Yes,Industrial,6.59,1,81,98,3.44,45,2,9.51,89,68,2026-05-29
L09314,Bhubaneswar,Odisha,Khordha,Residential,11.34,6271755,71121701.7,2025,17.1,42.4,86.1,No,No,Commercial,17.28,5,57,78,1.89,91,5,1.5,92,95,2026-05-29
L09315,Chennai,Tamil Nadu,Chennai,Commercial,3.59,13959910,50116076.9,2024,7.7,59.9,94.4,No,Yes,Residential,3.32,3,44,139,3.02,83,5,4.42,92,51,2026-05-29
L09316,Chennai,Tamil Nadu,Chennai,Commercial,23.62,2603289,61489686.18,2025,25.4,20.0,5.5,No,No,Commercial,12.52,1,99,22,5.92,93,2,11.48,69,69,2026-05-29
L09317,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Industrial,11.7,5058068,59179395.6,2015,5.1,58.0,91.4,Yes,Yes,Mixed Use,19.25,3,90,83,5.41,48,3,5.74,52,83,2026-05-29
L09318,Sambalpur,Odisha,Sambalpur,Industrial,13.8,3069019,42352462.2,2018,17.3,52.2,43.2,Yes,Yes,Commercial,20.17,3,55,144,5.27,53,1,8.8,83,83,2026-05-29
L09319,Pune,Maharashtra,Pune,Residential,6.58,896323,5897805.34,2015,11.1,4.5,105.2,Yes,No,Mixed Use,18.67,1,90,73,0.6,47,3,8.25,51,54,2026-05-29
L09320,Rourkela,Odisha,Sundargarh,Residential,23.9,8951656,213944578.4,2018,47.1,34.1,41.5,No,Yes,Mixed Use,16.87,2,54,22,4.44,86,3,9.12,69,62,2026-05-29
L09321,Puri,Odisha,Puri,Agricultural,17.23,9745228,167910278.44,2020,26.8,3.3,91.5,No,Yes,Industrial,14.59,2,85,45,2.54,91,4,5.39,92,49,2026-05-29
L09322,Chennai,Tamil Nadu,Chennai,Commercial,10.45,6671780,69720101.0,2017,26.5,3.5,97.3,No,Yes,Agricultural,8.46,1,100,58,4.48,74,4,7.13,42,96,2026-05-29
L09323,Cuttack,Odisha,Cuttack,Commercial,22.65,9185606,208053975.9,2015,47.4,50.6,38.5,Yes,No,Commercial,10.89,1,85,111,1.62,75,2,9.81,74,61,2026-05-29
L09324,Chennai,Tamil Nadu,Chennai,Residential,1.57,14474761,22725374.77,2026,10.2,35.1,50.2,No,No,Agricultural,12.91,2,85,43,5.2,94,1,10.16,40,80,2026-05-29
L09325,Chennai,Tamil Nadu,Chennai,Commercial,12.95,8473846,109736305.7,2018,7.7,4.9,82.3,Yes,No,Residential,23.0,1,51,48,5.39,97,1,5.86,91,78,2026-05-29
L09326,Sambalpur,Odisha,Sambalpur,Commercial,20.37,1491981,30391652.97,2022,10.8,10.8,37.2,No,Yes,Agricultural,7.05,4,96,125,4.84,81,5,5.97,44,74,2026-05-29
L09327,Pune,Maharashtra,Pune,Agricultural,9.91,10134010,100428039.1,2018,2.3,39.5,63.6,Yes,Yes,Agricultural,21.05,1,57,58,3.56,40,2,11.77,42,45,2026-05-29
L09328,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,6.96,13257552,92272561.92,2025,11.2,72.1,66.4,Yes,Yes,Commercial,15.33,5,68,48,5.8,54,5,4.33,42,92,2026-05-29
L09329,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Residential,21.33,5348865,114091290.45,2021,19.7,38.1,51.7,No,Yes,Agricultural,6.34,1,58,61,1.39,86,2,4.71,84,42,2026-05-29
L09330,Rourkela,Odisha,Sundargarh,Residential,15.96,7790221,124331927.16,2018,7.4,11.0,75.2,No,Yes,Agricultural,17.98,4,64,135,4.74,73,5,11.35,81,61,2026-05-29
L09331,Pune,Maharashtra,Pune,Commercial,14.81,10244568,151722052.08,2023,4.3,54.6,84.0,No,Yes,Industrial,23.4,4,46,90,2.19,65,1,11.22,74,50,2026-05-29
L09332,Bhubaneswar,Odisha,Khordha,Residential,4.27,5940297,25365068.19,2017,28.8,42.7,61.1,Yes,No,Mixed Use,4.86,1,78,65,3.59,91,3,5.81,43,81,2026-05-29
L09333,Hyderabad,Telangana,Hyderabad,Commercial,12.47,11985839,149463412.33,2020,33.0,67.8,12.9,Yes,Yes,Industrial,5.54,1,95,125,3.58,42,4,7.98,70,96,2026-05-29
L09334,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Commercial,11.69,2735261,31975201.09,2021,10.9,28.7,31.0,Yes,Yes,Commercial,19.9,4,80,62,5.44,60,1,4.03,48,40,2026-05-29
L09335,Sambalpur,Odisha,Sambalpur,Agricultural,21.05,12229572,257432490.6,2024,2.7,36.4,97.2,Yes,Yes,Residential,3.22,2,89,132,2.38,97,3,4.17,51,41,2026-05-29
L09336,Bhubaneswar,Odisha,Khordha,Residential,1.12,8691610,9734603.2,2025,17.6,79.4,56.7,Yes,No,Commercial,17.02,3,86,113,3.08,55,2,11.79,97,62,2026-05-29
L09337,Hyderabad,Telangana,Hyderabad,Commercial,21.6,11882740,256667184.0,2026,4.2,12.9,15.9,Yes,No,Residential,22.35,2,54,20,0.8,93,5,4.15,100,52,2026-05-29
L09338,Bhubaneswar,Odisha,Khordha,Agricultural,7.32,4990804,36532685.28,2016,35.3,28.0,41.0,No,No,Industrial,4.06,1,78,104,1.94,79,2,6.3,63,53,2026-05-29
L09339,Rourkela,Odisha,Sundargarh,Residential,3.05,12583513,38379714.65,2016,33.9,34.6,47.2,Yes,Yes,Agricultural,19.62,2,97,140,0.9,49,4,9.98,71,53,2026-05-29
L09340,Rourkela,Odisha,Sundargarh,Agricultural,22.77,6467712,147269802.24,2015,8.9,19.2,83.7,Yes,No,Mixed Use,18.12,2,62,102,3.45,81,5,1.58,100,79,2026-05-29
L09341,Pune,Maharashtra,Pune,Agricultural,22.15,4651617,103033316.55,2023,31.6,39.5,73.8,No,Yes,Agricultural,14.34,2,40,76,2.69,42,2,9.96,54,70,2026-05-29
L09342,Rourkela,Odisha,Sundargarh,Residential,20.87,10101678,210822019.86,2016,8.1,74.4,97.3,No,No,Agricultural,22.59,4,42,117,0.81,57,1,1.52,80,96,2026-05-29
L09343,Visakhapatnam,Andhra Pradesh,Visakhapatnam,Agricultural,8.43,4545247,38316432.21,2024,12.9,56.5,44.5,Yes,No,Residential,15.44,4,45,103,3.75,69,3,10.13,59,81,2026-05-29
L09344,Rourkela,Odisha,Sundargarh,Agricultural,2.79,13077164,36485287.56,2026,17.6,64.3,109.8,Yes,Yes,Mixed Use,9.45,1,42,79,5.79,47,4,7.53,52,92,2026-05-29
L09345,Hyderabad,Telangana,Hyderabad,Industrial,23.54,11487020,270404450.8,2025,43.1,56.8,114.8,Yes,Yes,Agricultural,21.52,5,83,148,1.19,52,4,1.24,90,45,2026-05-29
L09346,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,6.25,3457551,21609693.75,2018,40.7,61.2,23.9,No,Yes,Residential,4.61,2,83,104,1.57,82,2,9.99,97,70,2026-05-29
L09347,Bengaluru,Karnataka,Bengaluru Urban,Agricultural,3.48,8116592,28245740.16,2026,6.8,61.2,42.7,No,No,Agricultural,9.06,5,85,52,2.22,45,2,4.58,82,87,2026-05-29
L09348,Chennai,Tamil Nadu,Chennai,Agricultural,11.36,12652552,143732990.72,2025,25.1,76.5,52.5,Yes,No,Residential,11.02,1,90,116,4.93,99,1,1.67,73,43,2026-05-29
L09349,Chennai,Tamil Nadu,Chennai,Industrial,12.06,5495788,66279203.28,2025,14.4,69.8,97.4,Yes,Yes,Agricultural,24.34,1,79,54,0.58,80,4,3.53,77,82,2026-05-29
L09350,Rourkela,Odisha,Sundargarh,Agricultural,1.26,2133464,2688164.64,2025,33.7,10.2,69.2,No,Yes,Residential,22.39,4,92,90,3.64,99,5,1.48,77,60,2026-05-29
L09351,Cuttack,Odisha,Cuttack,Commercial,18.75,2282540,42797625.0,2023,30.0,37.7,55.7,No,Yes,Mixed Use,9.0,2,80,48,3.76,80,4,5.67,40,92,2026-05-29
L09352,Rourkela,Odisha,Sundargarh,Agricultural,4.32,6838556,29542561.92,2016,16.9,73.6,85.5,Yes,Yes,Commercial,21.69,2,70,97,5.94,83,1,8.53,64,97,2026-05-29
L09353,Pune,Maharashtra,Pune,Residential,13.37,10537635,140888179.95,2020,33.1,1.5,36.9,Yes,No,Commercial,12.36,4,69,49,1.15,93,5,10.08,49,41,2026-05-29
L09354,Rourkela,Odisha,Sundargarh,Agricultural,9.32,7403944,69004758.08,2017,37.8,3.8,101.4,Yes,No,Mixed Use,11.56,1,76,95,3.05,83,3,7.05,91,40,2026-05-29
L09355,Cuttack,Odisha,Cuttack,Commercial,22.23,7593966,168813864.18,2017,43.8,47.0,20.2,No,No,Industrial,16.22,2,56,65,1.94,100,2,1.08,63,95,2026-05-29
L09356,Puri,Odisha,Puri,Industrial,16.57,8165680,135305317.6,2026,26.6,34.0,63.5,No,No,Agricultural,4.3,1,55,71,1.07,44,1,4.29,100,66,2026-05-29
L09357,Pune,Maharashtra,Pune,Residential,8.76,11574712,101394477.12,2026,43.2,9.6,72.2,No,No,Agricultural,5.12,5,94,56,2.81,78,3,8.33,65,88,2026-05-29
L09358,Sambalpur,Odisha,Sambalpur,Agricultural,7.33,9483015,69510499.95,2022,2.4,58.3,70.8,No,No,Industrial,7.49,1,79,43,4.0,77,5,6.83,68,63,2026-05-29
L09359,Chennai,Tamil Nadu,Chennai,Industrial,3.29,6779195,22303551.55,2023,39.0,50.8,35.8,No,No,Agricultural,22.95,4,49,20,1.64,40,2,5.05,86,95,2026-05-29
